MONTH,DATE,MODEL,PO NO 1.,Item,PO NO 2.,DEST,QTY,PO TYPE,REPACKING PO,REPACKING ,RESULT,PARTIAL Q'TY,"PARTIAL
NO",BUILDING,LINE,TQC NUM,EMPLOYEE NO,QTY INSPECTION,OFFICIAL INSPECTOR,INSPECTOR TYPE,DESCRIPTION,REMARKS,INTERNAL INSPECTOR,Stitching issue,Wrong Packing issue(prs),NOTE
5,2/5/25,LIGHTSHIFT,900325988,1,900325988-1,USA,"1,630",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 02-1,30A,624070060,125,MS.HUỲNH,LEVEL 1,"Over Cement(3),Over Primer M'S(2)",,,,,
5,2/5/25,LIGHTSHIFT,900403247,1,900403247-1,USA,400,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-2,2A,621110407,50,MRS.NHI,LEVEL 1,Over Cement(3),,,,,
5,2/5/25,LIGHTSHIFT,900403338,1,900403338-1,USA,"1,220",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 01-1,31A,624060331,125,MS.HUỲNH,LEVEL 1,"Over Cement(2),Wrinkle(2)",,,,,
5,2/5/25,ADVANTAGE BASE 2.0 CF C,900304228,1,900304228-1,United Kingdom,360,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,38A,622020703,50,MR.THÁI,LEVEL 1,"Bonding Gap(2),Dirty Upper(2)",,,,,
5,2/5/25,ADVANTAGE BASE 2.0 CF C,900734236,1,900734236-1,Italy,310,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,38A,622020703,50,MS.NGÂN,LEVEL 1,"Dirty O'S(1),Bonding Gap(1)",,,,,
5,2/5/25,Tensaur Sport 2.0 K,900391636,1,900391636-1,United Kingdom,"1,890",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-2,26B,623090198,125,MS.HUỲNH,LEVEL 1,High/Low Heel(4),,,,,
5,2/5/25,Tensaur Sport 2.0 K,900623775,1,900623775-1,United Kingdom,"1,501",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-2,38B,624090346,125,MR.THÁI,LEVEL 1,"Over Primer O'S(4),Wobbling(4)",,,,,
5,2/5/25,Tensaur Sport 2.0 K,900771925,1,900771925-1,Peru,354,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 07-1,43B,625030363,50,MS.VY,LEVEL 1,"Needle Hole(1),Dirty O'S(1)",,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900392436,1,900392436-1,United Kingdom,760,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 01-2,31D,624040282,80,MR.THÁI,LEVEL 1,"Over Primer O'S(2),Off Center Heel(2)",,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900392458,1,900392458-1,United Kingdom,690,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-2,26D,623060090,80,MR.THÁI,LEVEL 1,Dirty O'S(3),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900392464,1,900392464-1,United Kingdom,"1,930",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 01-2,31D,624040282,125,MR.NHỨT,LEVEL 1,Bonding Gap(3),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900392465,1,900392465-1,United Kingdom,860,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-2,21D,623030007,80,MS.NGÂN,LEVEL 1,Dirty Upper(3),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900392594,1,900392594-1,United Kingdom,"1,140",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 07-2,29D,624040410,80,MR.THÁI,LEVEL 1,"Over Primer O'S(3),Wrinkle(2)",,,,,
5,2/5/25,GALAXY 7 M,900712185,1,900712185-1,Netherlands,500,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 11-1,6D,624080166,50,MR.NHỨT,LEVEL 1,Wrinkle(1),,,,,
5,2/5/25,GALAXY 7 M,900504777,1,900504777-1,Italy,300,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 11-1,6D,624080166,50,MR.THÁI,LEVEL 1,"Wrinkle(2),Wobbling(2)",,,,,
5,2/5/25,GALAXY 7 M,900751446,1,900751446-1,Italy,635,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 10-1,13D,624100308,80,MS.NGÂN,LEVEL 1,"Wrinkle(1),Over Primer O'S(1)",,,,,
5,2/5/25,GALAXY 7 M,900751458,1,900751458-1,United Kingdom,597,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 10-2,35D,623100234,80,MR.THÁI,LEVEL 1,"Over Cement(3),Dirty M'S(2)",,,,,
5,2/5/25,GALAXY 7 M,900755896,1,900755896-1,United Kingdom,500,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 06-1,27D,623090194,50,MR.NHỨT,LEVEL 1,Over Cement(2),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900183773,1,900183773-1,Netherlands,"1,163",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-2,21D,623030007,80,MR.THÁI,LEVEL 1,"Dirty O'S(2),High/Low Heel(1),Wobbling(2)",,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900769042,1,900769042-1,Mexico,360,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 07-1,16,621070084,50,MR.NHỨT,LEVEL 1,Over Cement(1),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900841696,1,900841696-1,Utd.Arab Emir.,100,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 03-1,33D,624070020,20,MS.HUỲNH,LEVEL 1,No issue,,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900842886,1,900842886-1,Chile,900,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 02-1,11D,624080127,80,MR.THÁI,LEVEL 1,"Dirty O'S(2),Thread Ends(2),Wobbling(2)",,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900847393,1,900847393-1,Netherlands,"2,354",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-2,21D,623030007,125,MS.HUỲNH,LEVEL 1,"Needle Hole(1),Bonding Gap(3)",,,,,
5,2/5/25,Tensaur Sport 2.0 K,900541667,1,900541667-1,United Kingdom,400,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,29C,624110274,50,MR.THÁI,LEVEL 1,"Over Primer Upper(2),Wobbling(2)",,,,,
5,2/5/25,Tensaur Sport 2.0 K,900541854,1,900541854-1,United Kingdom,550,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,17C,624030608,80,MR.NHỨT,LEVEL 1,Bonding Gap(1),,,,,
5,2/5/25,Tensaur Sport 2.0 K,900635293,1,900635293-1,United Kingdom,360,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 09-2,2C,623080380,50,MS.HUỲNH,LEVEL 1,Poor Stitching(1),,,,,
5,2/5/25,VS PACE 2.0,900390951,1,900390951-1,United Kingdom,330,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 01-2,4C,624020153,50,MS.NGÂN,LEVEL 1,"Dirty Shoe Laces(1),Dirty Collar Lining(1)",,,,,
5,2/5/25,VS PACE 2.0,900390954,1,900390954-1,United Kingdom,340,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 01-2,33C,625030360,50,MS.HUỲNH,LEVEL 1,Over Cement(2),,,,,
5,2/5/25,VS PACE 2.0,900390962,1,900390962-1,United Kingdom,730,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 08-1,1C,623090139,80,MS.HUỲNH,LEVEL 1,Wrong Stitch Length(1),,,,,
5,2/5/25,VS PACE 2.0,900390992,1,900390992-1,United Kingdom,680,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 02-2,R5C,620120148,80,MR.NHỨT,LEVEL 1,Dirty O'S(1),,,,,
5,2/5/25,VS PACE 2.0,900391027,1,900391027-1,United Kingdom,380,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-1,7C,624100346,50,MR.THÁI,LEVEL 1,"Over Cement O'S(2),Over Cement(2)",,,,,
5,2/5/25,VS PACE 2.0,900635249,1,900635249-1,Italy,765,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 03-2,18D,625030163,80,MS.HUỲNH,LEVEL 1,"Thread Ends(2),Wrinkle(2)",,,,,
5,2/5/25,VS PACE 2.0,900642647,1,900642647-1,Italy,"1,052",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 03-2,R9C,621030557,80,MR.NHỨT,LEVEL 1,Dirty Collar Lining(2),,,,,
5,2/5/25,VS PACE 2.0,900784069,1,900784069-1,Italy,335,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 07-1,9,621040446,50,MS.HUỲNH,LEVEL 1,Wrinkle(1),,,,,
5,2/5/25,VS PACE 2.0,900788771,1,900788771-1,United Kingdom,420,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 01-2,R2A,620060084,50,MR.THÁI,LEVEL 1,Wrinkle(2),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900609555,1,900609555-1,United Kingdom,480,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 09-2,2C,623080380,50,MR.THÁI,LEVEL 1,Over Cement(3),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900615190,1,900615190-1,United Kingdom,370,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,17C,624030608,50,MR.THÁI,LEVEL 1,Over Cement(3),,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,900849082,1,900849082-1,Netherlands,"2,354",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-1,31C,625020464,125,MS.NGÂN,LEVEL 1,"Over Cement(3),Dirty O'S(3)",,,,,
5,2/5/25,Tensaur Sport 2.0 CF K,4500205839,1,4500205839-1,South Africa,564,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 09-1,32C,625030234,80,MR.THÁI,LEVEL 1,Over Cement(4),,,,,
5,3/5/25,LITE RACER ADAPT 7.0 I,900561776,1,900561776-1,USA,"3,830",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,A,Asc 08-1,11A,622021048,125,MR.NHỨT,LEVEL 1,"Dirty Upper(1),Bonding Gap(3)",,,,,
5,3/5/25,LITE RACER ADAPT 7.0 I,900803626,1,900803626-1,USA,"1,158",FAIL PO,REPACKING PO,12,PASS,,,A,Asc 09-2,35A,624080236,80,MR.THÁI,LEVEL 1,"Wrinkle Collar Lining(2),Wobbling(3),Long/Short M'S(1)",,,,,
5,3/5/25,ULTRADREAM DNA EL C,900270019,1,900270019-1,USA,637,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 11-2,29A,624030533,80,MS.HUỲNH,LEVEL 1,Dirty M'S(2),,,,,
5,3/5/25,Tensaur Sport 2.0 CF I,900244731,1,900244731-1,Netherlands,"1,680",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,125,MR.THÁI,LEVEL 1,"Bonding Gap(3),Dirty O'S(3),Dirty Upper(3)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF I,900480358,1,900480358-1,Spain,418,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-2,21A,624100460,50,MR.NHỨT,LEVEL 1,Bonding Gap(2),,,,,
5,3/5/25,Tensaur Sport 2.0 CF I,900480362,1,900480362-1,Spain,330,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-1,17A,624030271,50,MR.MOON,MANAGER,No issue,,LEVEL 1(VY) AQL -> TOP MANAGER(MR.MOON),,,
5,3/5/25,Tensaur Sport 2.0 CF I,900712611,1,900712611-1,Netherlands,308,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-2,8A,624020086,50,MR.NHỨT,LEVEL 1,No issue,,,,,
5,3/5/25,Tensaur Sport 2.0 CF I,900836903,1,900836903-1,Netherlands,406,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,32A,624060384,50,MS.HUỲNH,LEVEL 1,Bonding Gap(2),,,,,
5,3/5/25,Tensaur Sport 2.0 CF I,900837277,1,900837277-1,Netherlands,309,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-2,4A,624060316,50,MR.NHỨT,LEVEL 1,Bonding Gap(1),,,,,
5,3/5/25,Tensaur Sport 2.0 CF I,900860216,1,900860216-1,Spain,398,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-1,17A,624030271,50,MS.VY,LEVEL 1,Dirty Upper(3),,,,,
5,3/5/25,Tensaur Sport 2.0 CF I,900873252,1,900873252-1,Peru,175,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-2,8A,624020086,32,MR.NHỨT,LEVEL 1,Dirty Upper(1),,,,,
5,3/5/25,VL COURT 3.0 K,900443127,1,900443127-1,USA,"2,260",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-1,15A,624050151,125,MR.THÁI,LEVEL 1,"Wobbling(4),Dirty Collar Lining(3)",,,,,
5,3/5/25,LIGHTSHIFT,900272903,1,900272903-1,USA,"1,460",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 01-1,31A,624060331,125,MR.NHỨT,LEVEL 1,"Dirty M'S(2),Dirty Collar Lining(2)",,,,,
5,3/5/25,LIGHTSHIFT,900325386,1,900325386-1,USA,800,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 06-2,26A,624030607,80,MS.HUỲNH,LEVEL 1,Over Primer O'S(2),,,,,
5,3/5/25,LIGHTSHIFT,900403517,1,900403517-1,USA,"1,100",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-2,2A,621110407,80,MR.THÁI,LEVEL 1,"Wrinkle(2),Left/Right Quarter Mismatch(3)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900776071,1,900776071-1,Brazil,"1,070",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-2,42B,625030063,80,MR.NHỨT,LEVEL 1,"Dirty Collar Lining(2),Bonding Gap(1)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900328254,1,900328254-1,United Kingdom,540,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-1,40B,625010030,80,MR.NHỨT,LEVEL 1,Dirty O'S(2),,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900602635,1,900602635-1,Israel,923,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-1,40B,625010030,80,MS.HUỲNH,LEVEL 1,"Vamp X-ray(1),Bonding Gap(1),Dirty O'S(2)",,,,,
5,3/5/25,Tensaur Sport 2.0 K,900392157,1,900392157-1,United Kingdom,"2,730",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 05-2,33B,624050450,125,MS.VY,LEVEL 1,Over Primer O'S(4),,,,,
5,3/5/25,Tensaur Sport 2.0 K,900621648,1,900621648-1,Spain,600,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 07-1,43B,625030363,80,MS.HUỲNH,LEVEL 1,"Dirty O'S(1),Crooked Deco Heel Tab(2)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900392487,1,900392487-1,United Kingdom,"1,230",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-2,21D,623030007,125,MS.VY,LEVEL 1,"Dirty Upper(4),Broken Stitching(1)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900392569,1,900392569-1,United Kingdom,"1,730",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 03-1,33D,624070020,125,MR.THÁI,LEVEL 1,"Wrinkle(3),Over Cement(3)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900392601,1,900392601-1,United Kingdom,"1,400",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-2,26D,623060090,125,MR.THÁI,LEVEL 1,"Dirty Upper(3),Over Cement(2)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900724328,1,900724328-1,United Kingdom,"8,500",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,C,Asc 01-2,31D,624040282,125,MR.NHỨT,LEVEL 1,"Dirty O'S(3),Bonding Gap(2)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900890607,1,900890607-1,United Kingdom,"7,818",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,C,Asc 07-1,16,621070084,125,MS.VY,LEVEL 1,"Off Center(3),Dirty Upper(3)",,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900892468,1,900892468-1,Netherlands,508,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-2,21D,623030007,80,MR.NHỨT,LEVEL 1,Wobbling(2),,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900604736,1,900604736-1,United Kingdom,470,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 09-2,24C,622050636,50,MR.NHỨT,LEVEL 1,Dirty Upper(2),,,,,
5,3/5/25,GALAXY 7 W,900397297,1,900397297-1,USA,876,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 10-1,13D,624100308,80,MS.VY,LEVEL 1,"Wrinkle(2),Off Center(2)",,,,,
5,3/5/25,GRAND COURT 2.0,900352142,1,900352142-1,United Kingdom,920,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-1,37D,624110158,80,MRS.NHI,LEVEL 1,Dirty Upper(2),,,,,
5,3/5/25,GRAND COURT 2.0,900685413,1,900685413-1,United Kingdom,950,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-1,37D,624110158,80,MR.NHỨT,LEVEL 1,Dirty O'S(2),,,,,
5,3/5/25,GRAND COURT 2.0,900735597,1,900735597-1,Netherlands,485,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-1,37D,624110158,50,MR.NHỨT,LEVEL 1,Bonding Gap(2),,,,,
5,3/5/25,Tensaur Sport 2.0 CF K,900841011,1,900841011-1,Saudi Arabia,144,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 03-1,33D,624070020,20,MR.NHỨT,LEVEL 1,No issue,,,,,
5,3/5/25,Tensaur Sport 2.0 K,900301960,1,900301960-1,Netherlands,662,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,29C,624110274,80,MS.HUỲNH,LEVEL 1,"Thread Ends(2),Bonding Gap(1)",,,,,
5,3/5/25,Tensaur Sport 2.0 K,900542083,1,900542083-1,United Kingdom,680,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-1,31C,625020464,80,MR.THÁI,LEVEL 1,"Bonding Gap(3),Over Cement(2)",,,,,
5,3/5/25,Tensaur Sport 2.0 K,900774814,1,900774814-1,Chile,318,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,17C,624030608,50,MR.THÁI,LEVEL 1,Wobbling(2),,,,,
5,3/5/25,VS PACE 2.0,900390943,1,900390943-1,United Kingdom,570,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-2,33C,625030360,80,MR.THÁI,LEVEL 1,Wrinkle(2),,,,,
5,3/5/25,VS PACE 2.0,900391013,1,900391013-1,United Kingdom,530,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-2,12C,624080082,80,MR.THÁI,LEVEL 1,Over Primer O'S(2),,,,,
5,3/5/25,VS PACE 2.0,900391101,1,900391101-1,United Kingdom,"1,110",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 01-2,R10D,620110124,80,MR.THÁI,LEVEL 1,Dirty O'S(3),,,,,
5,3/5/25,VS PACE 2.0,900482154,1,900482154-1,Netherlands,317,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 08-1,1C,623090139,50,MR.THÁI,LEVEL 1,"Dirty Upper(1),Uneven Collar Top Line(1)",,,,,
5,3/5/25,VS PACE 2.0,900600640,1,900600640-1,United Kingdom,320,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 08-2,18C,624120070,50,MR.NHỨT,LEVEL 1,No issue,,,,,
5,3/5/25,VS PACE 2.0,900635509,1,900635509-1,Netherlands,810,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-1,7C,624100346,80,MR.THÁI,LEVEL 1,Wrinkle(3),,,,,
5,3/5/25,VS PACE 2.0,900639972,1,900639972-1,Netherlands,"1,738",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 02-2,33C,625030360,125,MR.THÁI,LEVEL 1,"Wrinkle(3),Thread Ends(4)",,,,,
5,3/5/25,VS PACE 2.0,900774914,1,900774914-1,Japan,"1,581",JAPAN PO,REPACKING PO,R6D,PASS,,,D,Asc 03-1,6C,622070194,125,MR.THÁI,LEVEL 1,"Wrinkle(3),Dirty Shoe Laces(2),Dirty Upper(3)",,,,,
5,3/5/25,VS PACE 2.0,900786917,1,900786917-1,Netherlands,620,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 01-2,33C,625030360,80,MR.THÁI,LEVEL 1,Dirty Upper(3),,,,,
5,3/5/25,VL COURT 3.0 K,900400342,1,900400342-1,United Kingdom,440,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-2,19C,622030777,50,MR.THÁI,LEVEL 1,Dirty Upper(2),,,,,
5,3/5/25,VL COURT 3.0 K,900400591,1,900400591-1,United Kingdom,340,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-2,19C,622030777,50,MR.THÁI,LEVEL 1,Dirty Upper(2),,,,,
5,3/5/25,VL COURT 3.0 K,900486055,1,900486055-1,USA,305,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-2,10C,624050200,50,MR.MOON,MANAGER,No issue,,LEVEL 1(THÁI) AQL -> TOP MANAGER(MR.MOON),,,
5,3/5/25,VL COURT 3.0 K,900452375,1,900452375-1,USA,"2,604",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-2,10C,624050200,125,MR.NHỨT,LEVEL 1,"Off Center(2),Dirty Collar Lining(1)",,,,,
5,5/5/25,LITE RACER ADAPT 7.0 I,900560309,1,900560309-1,USA,"5,770",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,A,Asc 04-1,28A,619060201,125,MS.VY,LEVEL 1,"Crooked Toe(2),Dirty Collar Lining(3)",,,,,
