MONTH,DATE,MODEL,PO NO 1.,Item,PO NO 2.,DEST,QTY,PO TYPE,REPACKING PO,REPACKING ,RESULT,PARTIAL Q'TY,"PARTIAL
NO",BUILDING,LINE,TQC NUM,EMPLOYEE NO,QTY INSPECTION,OFFICIAL INSPECTOR,INSPECTOR TYPE,DESCRIPTION,REMARKS,INTERNAL INSPECTOR,Stitching issue,Wrong Packing issue(prs),NOTE
6,2/6/25,Tensaur Sport 2.0 CF I,900887474,1,900887474-1,Spain,415,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-2,39A,625030296,50,MS.VY,LEVEL 1,"Over Cement(1),Dirty Collar Lining(1)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF I,900887557,1,900887557-1,Netherlands,340,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-1,1A,625030111,50,MR.THÁI,LEVEL 1,"Dirty O'S(2),Long/Short O'S(2)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF I,900888697,1,900888697-1,Netherlands,330,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-1,1A,625030111,50,MR.MOON,MANAGER,No issue,,LEVEL 1 (VY) AQL -> TOP MANAGER (MR.MOON),,,
6,2/6/25,Tensaur Sport 2.0 CF I,900889647,1,900889647-1,United Kingdom,160,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 11-2,16A,624100316,32,MRS.NHI,LEVEL 1,"Dirty Collar Lining(1),Over Cement(2)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF I,900902019,1,900902019-1,Netherlands,777,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,80,MS.HUỲNH,LEVEL 1,"Off Center Heel(1),Over Cement(2)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF I,900912562,1,900912562-1,United Kingdom,815,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,80,MS.VY,LEVEL 1,Over Cement(2),,,,,
6,2/6/25,Tensaur Sport 2.0 CF I,900917002,1,900917002-1,United Kingdom,599,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,80,MS.HUỲNH,LEVEL 1,"Thread Ends(2),Over Primer Upper(3)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF I,900952005,1,900952005-1,Italy,670,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 11-2,16A,624100316,80,MS.HUỲNH,LEVEL 1,"Over Cement O'S(2),Dirty O'S(2)",,,,,
6,2/6/25,VL COURT 3.0 K,900685377,1,900685377-1,Italy,500,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 01-1,31A,624060331,50,MS.VY,LEVEL 1,"Dirty O'S(1),Wobbling(2),Wrinkle(1)",,,,,
6,2/6/25,VL COURT 3.0 K,900879450,1,900879450-1,Utd.Arab Emir.,171,FAIL PO,REPACKING PO,R4A,PASS,,,A,Asc 05-2,36A,620080271,32,MS.NGÂN,LEVEL 1,Dirty O'S(1),,,,,
6,2/6/25,LITE RACER ADAPT 7.0 I,900787179,1,900787179-1,USA,"2,250",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-1,18A,623100210,125,MRS.NHI,LEVEL 1,"Over Cement(4),Dirty Upper(2),Thread Ends(2),Wobbling(2)",,,,,
6,2/6/25,LITE RACER ADAPT 7.0 I,900858227,1,900858227-1,USA,301,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-1,20A,623110220,50,MRS.NHI,LEVEL 1,Over Cement(3),,,,,
6,2/6/25,LITE RACER ADAPT 7.0 I,900912589,1,900912589-1,USA,390,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-2,13A,622021338,50,MS.VY,LEVEL 1,Over Cement(2),,,,,
6,2/6/25,ASPYRE,900855935,1,900855935-1,Netherlands,842,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-2,29A,624030533,80,MRS.NHI,LEVEL 1,"Dirty O'S(3),Wobbling(4)",,,,,
6,2/6/25,ASPYRE 00s,900840652,1,900840652-1,Netherlands,647,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-2,29A,624030533,80,MS.VY,LEVEL 1,Dirty Upper(3),,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,900980694,1,900980694-1,Netherlands,522,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-2,41B,625020179,80,MRS.NHI,LEVEL 1,"Dirty Upper(3),Wobbling(2),Dirty O'S(3)",,,,,
6,2/6/25,Tensaur Sport 2.0 K,900775479,1,900775479-1,Mexico,130,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-2,38B,624090346,20,MR.MOON,MANAGER,No issue,,LEVEL 1 (VY) AQL -> TOP MANAGER (MR.MOON),,,
6,2/6/25,Tensaur Sport 2.0 K,900630485,1,900630485-1,Netherlands,330,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-2,41B,625020179,50,MS.VY,LEVEL 1,Dirty O'S(2),,,,,
6,2/6/25,Tensaur Sport 2.0 K,900724290,1,900724290-1,Netherlands,419,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-2,26B,623090198,50,MRS.NHI,LEVEL 1,"Dirty O'S(2),Dirty Upper(3)",,,,,
6,2/6/25,Tensaur Sport 2.0 K,900860548,1,900860548-1,Netherlands,500,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-2,26B,623090198,50,MR.THÁI,LEVEL 1,"Wobbling(3),Dirty O'S(2)",,,,,
6,2/6/25,Tensaur Sport 2.0 K,900901350,1,900901350-1,Peru,685,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-1,27A,621030280,80,MS.VY,LEVEL 1,"Over Cement(1),Skipped Stitching(1),Sole Laying(1)",,,,,
6,2/6/25,Tensaur Sport 2.0 K,900901563,1,900901563-1,Chile,600,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-1,25B,621100361,80,MS.VY,LEVEL 1,Over Cement(2),,,,,
6,2/6/25,Tensaur Sport 2.0 K,900908994,1,900908994-1,Netherlands,512,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 07-1,43B,625030363,80,MRS.NHI,LEVEL 1,Over Cement(5),,,,,
6,2/6/25,Tensaur Sport 2.0 K,900914211,1,900914211-1,United Kingdom,309,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 07-1,43B,625030363,50,MR.THÁI,LEVEL 1,"Bonding Gap(3),Needle Hole(1),Dirty O'S(1)",,,,,
6,2/6/25,Tensaur Sport 2.0 K,900943637,1,900943637-1,Monaco,200,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-1,R2B,621060393,32,MR.MOON,MANAGER,No issue,,LEVEL 1 (VY) AQL -> TOP MANAGER (MR.MOON),,,
6,2/6/25,Tensaur Sport 2.0 K,900963261,1,900963261-1,Mexico,481,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-2,38B,624090346,50,MR.THÁI,LEVEL 1,"Dirty Upper(2),Dirty O'S(3)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,HWDSPOS148,1,HWDSPOS148-1,China,12,CHINA PO,NORMAL PO,,PASS,,,0,CKD,0,0,3,MRS.NHI,LEVEL 1,No issue,,,,,
6,2/6/25,GALAXY 7 M,900263073,1,900263073-1,Canada,435,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 11-1,6D,624080166,50,MS.VY,LEVEL 1,"Wrinkle(1),Wrinkle Collar Lining(2) ",,,,,
6,2/6/25,GALAXY 7 M,900324036,1,900324036-1,Netherlands,300,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 07-2,29D,624040410,50,MR.THÁI,LEVEL 1,"Wrinkle(2),Dirty Collar Lining(3)",,,,,
6,2/6/25,GALAXY 7 M,900768141,1,900768141-1,Mexico,"1,446",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 09-1,22D,623090063,125,MR.NHỨT,LEVEL 1,Over Cement(3),,,,,
6,2/6/25,GALAXY 7 M,900771097,1,900771097-1,Netherlands,525,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-1,37D,624110158,80,MRS.NHI,LEVEL 1,Wrinkle(3),,,,,
6,2/6/25,GALAXY 7 M,900772491,1,900772491-1,Netherlands,702,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 05-1,38D,625020419,80,MRS.NHI,LEVEL 1,"Over Primer O'S(3),Dirty M'S(4)",,,,,
6,2/6/25,GALAXY 7 M,900885471,1,900885471-1,United Kingdom,306,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 11-2,35D,623100234,50,MRS.NHI,LEVEL 1,"Over Cement(2),Wobbling(3)",,,,,
6,2/6/25,GALAXY 7 M,900889055,1,900889055-1,Netherlands,380,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-1,8D,624080430,50,MR.NHỨT,LEVEL 1,Over Cement(2),,,,,
6,2/6/25,GALAXY 7 M,900889113,1,900889113-1,Italy,"1,210",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 11-2,35D,623100234,125,MS.VY,LEVEL 1,"Wrinkle(2),Long/Short Sole(1),Bonding Gap(2)",,,,,
6,2/6/25,GALAXY 7 M,900893980,1,900893980-1,Netherlands,315,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 09-1,22D,623090063,50,MS.HUỲNH,LEVEL 1,Dirty Collar Lining(1),,,,,
6,2/6/25,GALAXY 7 W,900878935,1,900878935-1,Netherlands,385,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-1,1D,622050542,50,MR.MOON,MANAGER,No issue,,LEVEL 1 (NHI) AQL -> TOP MANAGER (MR.MOON),,,
6,2/6/25,GALAXY 7 W,900878944,1,900878944-1,United Kingdom,300,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-1,1D,622050542,50,MRS.NHI,LEVEL 1,"Wrinkle(2),Over Cement(3)",,,,,
6,2/6/25,GRAND COURT 2.0,900879444,1,900879444-1,Netherlands,382,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 06-1,27D,623090194,50,MS.NGÂN,LEVEL 1,"Over Cement(1),Off Center Heel(1)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,900848925,1,900848925-1,United Kingdom,"3,000",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 01-1,10D,624040283,125,MS.NGÂN,LEVEL 1,"Dirty Upper(3),Wobbling(3)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,900623822,1,900623822-1,Netherlands,453,FAIL PO,REPACKING PO,15D,PASS,,,C,Asc 02-1,11D,624080127,50,MS.NGÂN,LEVEL 1,"Thread Ends(1),Dirty O'S(1)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,900849006,1,900849006-1,Netherlands,509,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 06-2,17D,624060040,80,MS.NGÂN,LEVEL 1,"Dirty O'S(2),Bonding Gap(2)",,,,,
6,2/6/25,Tensaur Sport 2.0 K,900769535,1,900769535-1,Mexico,206,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,17C,624030608,32,MRS.LY,MANAGER,No issue,,LEVEL 1 (NHI) AQL -> TOP MANAGER (MRS.LY),,,
6,2/6/25,Tensaur Sport 2.0 K,900839408,1,900839408-1,Netherlands,541,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,34C,625020591,80,MRS.LY,MANAGER,No issue,,LEVEL 1 (NHỨT) AQL -> TOP MANAGER (MRS.LY),,,
6,2/6/25,Tensaur Sport 2.0 K,4500502633,1,4500502633-1,South Africa,334,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,34C,625020591,50,MS.HUỲNH,LEVEL 1,Dirty Upper(1),,,,,
6,2/6/25,Tensaur Sport 2.0 K,4500503882,3,4500503882-3,South Africa,46,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,34C,625020591,8,MRS.NHI,LEVEL 1,No issue,,,,,
6,2/6/25,VS PACE 2.0,900518766,1,900518766-1,Morocco,336,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 03-1,6C,622070194,50,MS.NGÂN,LEVEL 1,"Over Primer Upper(1),Bonding Gap(1)",,,,,
6,2/6/25,VS PACE 2.0,900722320,1,900722320-1,Netherlands,328,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 08-1,1C,623090139,50,MS.HUỲNH,LEVEL 1,Dirty Collar Lining(2),,,,,
6,2/6/25,VS PACE 2.0,900905629,1,900905629-1,Netherlands,323,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 01-2,33C,625030360,50,MS.HUỲNH,LEVEL 1,"Over Cement(1),Thread Ends(1)",,,,,
6,2/6/25,VS PACE 2.0,900953725,1,900953725-1,Utd.Arab Emir.,669,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 03-1,6C,622070194,80,MR.MOON,MANAGER,No issue,,LEVEL 1 (NHI) AQL -> TOP MANAGER (MR.MOON),,,
6,2/6/25,VS PACE 2.0,900981024,1,900981024-1,Netherlands,"1,286",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-2,12C,624080082,125,MRS.NHI,LEVEL 1,Wrinkle(4),,,,,
6,2/6/25,VS PACE 2.0,901026871,1,901026871-1,Netherlands,636,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 09-2,14C,624020152,80,MS.VY,LEVEL 1,Over Cement(2),,,,,
6,2/6/25,ADVANTAGE,900890186,1,900890186-1,Colombia,812,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 08-2,28C,624100065,80,MRS.NHI,LEVEL 1,Dirty O'S(5),,,,,
6,2/6/25,VL COURT 3.0 K,900273262,1,900273262-1,USA,"1,296",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-1,7C,624100346,125,MR.THÁI,LEVEL 1,"Dirty O'S(4),Wobbling(3),Bonding Gap(3)",,,,,
6,2/6/25,VL COURT 3.0 K,900274446,1,900274446-1,USA,"1,296",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-1,7C,624100346,125,MR.THÁI,LEVEL 1,"Poor Shape(3),Over Cement(2),Wobbling(2),Bonding Gap(4)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,900600248,1,900600248-1,United Kingdom,610,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,34C,625020591,80,MS.HUỲNH,LEVEL 1,"Wrinkle(2),Dirty Upper(1)",,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,900604998,1,900604998-1,Netherlands,346,FAIL PO,REPACKING PO,32D,PASS,,,D,Asc 10-1,31C,625020464,50,MRS.NHI,LEVEL 1,"Over Cement(2),Thread Ends(1)",,,,,
6,2/6/25,GRAND COURT 2.0,900879295,1,900879295-1,United Kingdom,590,FAIL PO,NORMAL PO,,FAIL,,,C,Asc 06-1,27D,623090194,80,MRS.NHI,LEVEL 1,"Dirty O’S(10),Bonding Gap(8)",OFFICIAL,,,,
6,2/6/25,Tensaur Sport 2.0 CF K,900223816,1,900223816-1,Netherlands,648,FAIL PO,NORMAL PO,,FAIL,,,C,Asc 03-2,24D,623090032,80,MS.VY,LEVEL 1,"Dirty Upper(4),Bonding Gap(8)",OFFICIAL,,V,,
6,2/6/25,VS PACE 2.0,900638374,1,900638374-1,Netherlands,340,FAIL PO,NORMAL PO,,FAIL,,,D,Asc 01-2,33C,625030360,50,MS.NGÂN,LEVEL 1,Peel Off Size label(6),INTERNAL,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900200951,1,900200951-1,Netherlands,675,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-1,17A,624030271,80,MS.HUỲNH,LEVEL 1,Thread Ends(2),,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900505120,1,900505120-1,Netherlands,665,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-1,17A,624030271,80,MR.THÁI,LEVEL 1,Bonding Gap(4),,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900778425,1,900778425-1,Netherlands,695,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 11-1,9A,622080458,80,MS.NGÂN,LEVEL 1,"Dirty Upper(2),Off Center Heel(2)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900887427,1,900887427-1,Netherlands,"3,416",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,A,Asc 04-2,21A,624100460,125,MS.HUỲNH,LEVEL 1,"Dirty O'S(2),Dirty Collar Lining(3)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900887427,1,900887427-1,Netherlands,"3,416",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,216,PC,A,Asc 09-1,17A,624030271,32,MS.VY,LEVEL 1,Over Cement(2),,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900888773,1,900888773-1,United Kingdom,"1,410",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-2,21A,624100460,125,MR.THÁI,LEVEL 1,"Bonding Gap(3),Wobbling(2),Off Center Heel(2)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900891406,1,900891406-1,United Kingdom,344,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-1,17A,624030271,50,MR.THÁI,LEVEL 1,"Over Cement(2),Off Center Heel(2)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900948471,1,900948471-1,Mexico,377,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-1,1A,625030111,50,MR.THÁI,LEVEL 1,"Dirty O'S(2),Wobbling(3)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,900951010,1,900951010-1,Utd.Arab Emir.,309,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-1,17A,624030271,50,MS.VY,LEVEL 1,"Dirty Upper(1),Poor Stitching(1)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF I,4500204565,3,4500204565-3,South Africa,67,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-2,39A,625030296,13,MS.NGÂN,LEVEL 1,No issue,,,,,
6,3/6/25,VL COURT 3.0 K,900685371,1,900685371-1,Spain,342,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-1,15A,624050151,50,MS.NGÂN,LEVEL 1,"Wobbling(1),Off Center Heel(1)",,,,,
6,3/6/25,VL COURT 3.0 K,900878945,1,900878945-1,USA,"10,008",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,A,Asc 03-1,15A,624050151,125,MS.NGÂN,LEVEL 1,"Over Cement(3),Dirty Upper(2)",,,,,
6,3/6/25,LITE RACER ADAPT 7.0 I,900596150,1,900596150-1,USA,"1,170",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-1,18A,623100210,80,MS.VY,LEVEL 1,"Over Cement(2),Left/Right Component Mismatch(2)",,,,,
6,3/6/25,LITE RACER ADAPT 7.0 I,900596406,1,900596406-1,USA,830,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-1,20A,623110220,80,MR.THÁI,LEVEL 1,Over Cement(4),,,,,
6,3/6/25,LITE RACER ADAPT 7.0 I,900912188,1,900912188-1,USA,"3,088",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-2,14A,622030023,32,MR.BÌNH,LO,"Dirty M’S(2),Thread Ends(1),Toe Spring(1),Off Center(1)",,,,,
6,3/6/25,LITE RACER ADAPT 7.0 I,900913669,1,900913669-1,USA,341,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-1,20A,623110220,50,MS.NGÂN,LEVEL 1,"Dirty Upper(1),Over Cement(1)",,,,,
6,3/6/25,LIGHTSHIFT,900716240,1,900716240-1,USA,333,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 02-2,7A,625020551,50,MR.THÁI,LEVEL 1,"Over Cement(2),Wobbling(2)",,,,,
6,3/6/25,LIGHTSHIFT,900842366,1,900842366-1,Japan,"1,040",JAPAN PO,REPACKING PO,11,PASS,,,A,Asc 01-2,4A,624060316,80,MR.THÁI,LEVEL 1,"Dirty M'S(2),Bonding Gap(2)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900844182,1,900844182-1,Chile,341,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,38A,622020703,50,MS.NGÂN,LEVEL 1,"Over Cement(1),Wobbling(1)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900889366,1,900889366-1,Spain,"2,000",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-2,43B,625030363,32,MR.BÌNH,LO,"Poor Stitching(2),Thread Ends(2)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900889858,1,900889858-1,United Kingdom,"2,559",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-1,27A,621030280,125,MS.HUỲNH,LEVEL 1,"Over Cement(2),Off Center(2),Over Primer O'S(2)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900950488,1,900950488-1,Philippines,100,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,38A,622020703,20,MS.NGÂN,LEVEL 1,Dirty O'S(1),,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900953445,1,900953445-1,Netherlands,"4,705",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,B,Asc 05-2,33B,624050450,125,MS.VY,LEVEL 1,"Needle Hole(2),Over Cement(2)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900980770,1,900980770-1,Netherlands,599,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-2,41B,625020179,80,MR.THÁI,LEVEL 1,"Over Cement(3),Over Primer O'S(3)",,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,4500198789,1,4500198789-1,South Africa,171,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,38A,622020703,32,MS.NGÂN,LEVEL 1,No issue,,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,4500206470,1,4500206470-1,South Africa,265,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,38A,622020703,32,MR.THÁI,LEVEL 1,No issue,,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900476198,1,900476198-1,Netherlands,"1,504",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 05-2,35B,624080015,125,MR.THÁI,LEVEL 1,Dirty O'S(5),,,,,
6,3/6/25,Tensaur Sport 2.0 CF K,900476202,1,900476202-1,Netherlands,"1,504",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-2,26B,623090198,125,MS.HUỲNH,LEVEL 1,Bonding Gap(2),,,,,
6,3/6/25,Tensaur Sport 2.0 K,900514841,1,900514841-1,Turkey,306,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-1,9B,621030996,50,MS.VY,LEVEL 1,Dirty Upper(2),,,,,
6,3/6/25,Tensaur Sport 2.0 K,900848377,1,900848377-1,United Kingdom,155,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-1,33B,624050450,32,MRS.LY,MANAGER,No issue,,LEVEL 1 (HUỲNH) AQL -> TOP MANAGER (MRS.LY),,,
