MONTH,DATE,MODEL,PO NO 1.,Item,PO NO 2.,DEST,QTY,PO TYPE,REPACKING PO,REPACKING ,RESULT,PARTIAL Q'TY,"PARTIAL
NO",BUILDING,LINE,TQC NUM,EMPLOYEE NO,QTY INSPECTION,OFFICIAL INSPECTOR,INSPECTOR TYPE,DESCRIPTION,REMARKS,INTERNAL INSPECTOR,Stitching issue,Wrong Packing issue(prs),NOTE
9,9/3/2025,LITE RACER ADAPT 7.0 I,901292732,1,901292732-1,USA,"3,916",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,A,Asc 04-1,18A,623100210,125,MS.NGÂN,CFA,"Over Cement(3),Left/Right Component Mismatch(2),Off Center Toe Cap(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901257959,1,901257959-1,Panama,153,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,32A,624060384,32,MRS.NHI,CFA,Poor Attaching(1),,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901266265,1,901266265-1,United Kingdom,335,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,11A,622021048,50,MRS.VY,CFA,"Collar Lining Wrinkle(2),Skipped Stitching(1)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901267527,1,901267527-1,Panama,407,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-2,13A,622021338,50,MRS.NHI,CFA,Dirty O'S(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901271863,1,901271863-1,Netherlands,"1,240",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-2,28A,619060201,125,MRS.VY,CFA,"Dirty Collar Lining(3),Dirty Upper(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901273905,1,901273905-1,United Kingdom,430,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,32A,624060384,50,MRS.NHI,CFA,"Over Cement(1),Dirty O'S(1),Wobbling(1)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901284444,1,901284444-1,Netherlands,"2,159",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-1,1A,625030111,125,MS.NGÂN,CFA,Collar Lining Wrinkle(4),,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901318502,1,901318502-1,Netherlands,329,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-2,14A,622030023,50,MRS.VY,CFA,"Poor Attaching(1),Bonding Gap(1),Collar Lining Wrinkle(1)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901177050,1,901177050-1,Netherlands,383,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-2,11A,622021048,50,MRS.NHI,CFA,"Collar Lining Wrinkle(1),Bonding Gap(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901268582,1,901268582-1,Mexico,300,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-1,1A,625030111,50,MRS.NHI,CFA,"Dirty Upper(1),Bonding Gap(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901268936,1,901268936-1,Peru,"4,257",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,A,Asc 06-2,17A,624030271,125,MRS.NHI,CFA,"Wrinkle(2),Collar Lining Wrinkle(2),Bonding Gap(3),Dirty O'S(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901277570,1,901277570-1,United Kingdom,325,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 06-2,28A,619060201,50,MS.NGÂN,CFA,Collar Lining Wrinkle(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901287004,1,901287004-1,Italy,530,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-2,13A,622021338,80,MR.NHỨT,CFA,Dirty O'S(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901289273,1,901289273-1,United Kingdom,352,FAIL PO,REPACKING PO,12,PASS,,,A,Asc 07-1,32A,624060384,50,MS.NGÂN,CFA,"Material Damaged(1),Dirty Upper(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901255223,1,901255223-1,Brazil,358,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-2,8A,624020086,50,MRS.LY,MANAGER,No issue,,CFA(NHI)AQL->TOP MANAGER(MRS.LY),,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901267444,1,901267444-1,Panama,431,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-2,8A,624020086,50,MRS.NHI,CFA,Over Cement(2),,,,,
9,9/3/2025,LIGHTSHIFT 2.0,901269943,1,901269943-1,Netherlands,"2,625",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 01-1,31A,624060331,32,MR.BÌNH,LOP,Wrinkle(1),,,,,
9,9/3/2025,ADVANTAGE K,901369112,1,901369112-1,Australia->W9997,720,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,28A,619060201,80,MS.NGÂN,CFA,"Dirty Collar Lining(3),Poor Shape(1),Wrinkle(2)",,,,,
9,9/3/2025,ADVANTAGE K,901370639,1,901370639-1,Philippines,394,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,28A,619060201,50,MRS.NHI,CFA,"Wrinkle(2),Dirty O'S(2)",,,,,
9,9/3/2025,ADVANTAGE K,901384758,1,901384758-1,Peru,500,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,12,625030164,50,MRS.NHI,CFA,"Wrinkle(2),Poor Attaching(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901187305,1,901187305-1,Italy,465,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-2,26B,623090198,50,MS.NGÂN,CFA,Bonding Gap(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901255410,1,901255410-1,Brazil,"1,679",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-1,41B,625020179,125,MRS.NHI,CFA,"Over Cement(2),Poor Attaching(3),Bonding Gap(2),Dirty Upper(1)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901262778,1,901262778-1,Peru,646,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-1,25B,621100361,80,MS.NGÂN,CFA,Dirty Upper(3),,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901271091,1,901271091-1,United Kingdom,345,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 05-2,40B,625010030,50,MRS.NHI,CFA,Collar Lining Wrinkle(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901271795,1,901271795-1,Netherlands,322,FAIL PO,REPACKING PO,15D,PASS,,,B,Asc 05-1,6B,621060243,50,MRS.NHI,CFA,"Dirty O'S(1),Poor Attaching(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901273064,1,901273064-1,Chile,102,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-1,41B,625020179,20,MRS.NHI,CFA,"Dirty O'S(1),Poor Attaching(1)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901273407,1,901273407-1,United Kingdom,390,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-1,9B,621030996,50,MR.NHỨT,CFA,Dirty O'S(1),,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901281156,1,901281156-1,United Kingdom,686,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 05-1,6B,621060243,80,MS.NGÂN,CFA,Poor Attaching(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901293719,1,901293719-1,United Kingdom,304,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-1,33B,624050450,50,MRS.VY,CFA,Over Cement(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901376069,1,901376069-1,Australia,1,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-1,9B,621030996,1,MRS.NHI,CFA,No issue,,,,,
9,9/3/2025,TENSAUR SPORT 3.0  CF K,901279584,1,901279584-1,Brazil,"1,485",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-1,41B,625020179,125,MRS.VY,CFA,"Off Center Heel(2),Wrinkle(2),Dirty Upper(1)",,,,,
9,9/3/2025,GALAXY 7 M,901176870,1,901176870-1,Netherlands,780,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 10-1,13D,624100308,80,MRS.NHI,CFA,"Dirty Upper(2),Dirty O'S(3)",,,,,
9,9/3/2025,GALAXY 7 M,901179948,1,901179948-1,Netherlands,"1,400",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-2,8D,624080430,125,MRS.VY,CFA,"Dirty M'S(2),Collapsing(2)",,,,,
9,9/3/2025,GALAXY 7 M,901287371,1,901287371-1,United Kingdom,525,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 05-1,38D,625020419,80,MRS.NHI,CFA,"Over Primer O'S(2),Over Cement(3)",,,,,
9,9/3/2025,GALAXY 7 M,901288791,1,901288791-1,United Kingdom,660,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 10-2,21D,623030007,32,MR.BÌNH,LOP,Bonding Gap(1),,,,,
9,9/3/2025,GALAXY 7 M,900964959,1,900964959-1,Netherlands,413,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-2,8D,624080430,50,MRS.NHI,CFA,"Wrinkle(1),Over Cement(1),Wobbling(1)",,,,,
9,9/3/2025,GALAXY 7 M,901177099,1,901177099-1,Netherlands,"2,077",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 11-2,10D,624040283,125,MRS.VY,CFA,"Bonding Gap(2),Wrinkle(2),Wobbling(2)",,,,,
9,9/3/2025,GALAXY 7 M,901257037,1,901257037-1,Panama,354,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 06-2,7D,621110412,50,MR.NHỨT,CFA,Over Cement(1),,,,,
9,9/3/2025,GALAXY 7 M,901261670,1,901261670-1,Peru,"1,296",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-2,8D,624080430,125,MS.NGÂN,CFA,"Wrinkle(3),Dirty O'S(3)",,,,,
9,9/3/2025,ADVANTAGE BASE 2.0 CF C,901257012,1,901257012-1,Italy,430,NORMAL PO (PO THƯỜNG),REPACKING PO,15D,PASS,,,C,Asc 01-1,24D,623090032,50,MS.NGÂN,CFA,"Wrinkle(1),Dirty O'S(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901179988,1,901179988-1,Netherlands,"1,232",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 02-2,31D,624040282,125,MS.NGÂN,CFA,Bonding Gap(3),,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901252870,1,901252870-1,Peru,"6,719",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,C,Asc 01-1,24D,623090032,125,MR.NHỨT,CFA,"Bonding Gap(2),Dirty Collar Lining(1),Wobbling(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901253308,1,901253308-1,Brazil,"1,200",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 03-2,20D,624080083,80,MRS.NHI,CFA,"Dirty O'S(2),Bonding Gap(3)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901267475,1,901267475-1,Mexico,"1,042",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 03-2,20D,624080083,80,MR.NHỨT,CFA,Dirty Collar Lining(2),,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901270800,1,901270800-1,Netherlands,784,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-1,33D,624070020,80,MR.MOON,MANAGER,No issue,,CFA(NHỨT)AQL->TOP MANAGER(MR.MOON),,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901280416,1,901280416-1,United Kingdom,"1,165",NORMAL PO (PO THƯỜNG),REPACKING PO,1D,PASS,,,C,Asc 01-1,24D,623090032,32,MR.BÌNH,LOP,No issue,,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901284389,1,901284389-1,United Kingdom,690,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 01-1,24D,623090032,80,MRS.NHI,CFA,"Dirty Upper(2),Poor Attaching(2)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901300158,1,901300158-1,Netherlands,688,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 03-2,20D,624080083,80,MRS.NHI,CFA,"Over Cement(2),Dirty Upper(3)",,,,,
9,9/3/2025,TENSAUR SPORT 3.0 K,901316148,1,901316148-1,Italy,320,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 04-1,33D,624070020,50,MR.NHỨT,CFA,Dirty Collar Lining(2),,,,,
9,9/3/2025,VS PACE 2.0,901107656,1,901107656-1,Netherlands,305,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,31C,625020464,50,MS.NGÂN,CFA,Over Primer Upper(1),,,,,
9,9/3/2025,VS PACE 2.0,901426486,1,901426486-1,Utd.Arab Emir.,101,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,4C,624020153,20,MRS.NHI,CFA,Wrinkle(1),,,,,
9,9/3/2025,VS PACE 2.0,901492772,1,901492772-1,Singapore,800,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 07-1,9,621040446,80,MS.HUỲNH,CFA,Wrinkle(2),,,,,
9,9/3/2025,ADVANTAGE,901266913,1,901266913-1,USA,917,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 08-1,1C,623090139,80,MR.MOON,MANAGER,No issue,,CFA(NHỨT)AQL->TOP MANAGER(MR.MOON),,,
9,9/3/2025,VL COURT 3.0 K,901180287,1,901180287-1,Netherlands,310,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-1,18D,625030163,50,MS.HUỲNH,CFA,Wobbling(2),,,,,
9,9/3/2025,VL COURT 3.0 K,901180810,1,901180810-1,Netherlands,384,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-1,2C,623080380,50,MS.HUỲNH,CFA,Over Cement(2),,,,,
9,9/3/2025,VL COURT 3.0 K,901257397,1,901257397-1,Mexico,"1,460",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-1,2C,623080380,125,MR.NHỨT,CFA,Wobbling(2),,,,,
9,9/3/2025,VL COURT 3.0 K,901258362,1,901258362-1,Peru,226,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-2,19C,622030777,32,MRS.VY,CFA,"Poor O'S(1),Dirty O'S(1)",,,,,
9,9/3/2025,VL COURT 3.0 K,901259029,1,901259029-1,Italy,620,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-1,R5C,620120148,80,MS.HUỲNH,CFA,"Wobbling(2),Dirty Collar Lining(1)",,,,,
9,9/3/2025,VL COURT 3.0 K,901260969,1,901260969-1,Panama,488,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-2,10C,624050200,50,MRS.VY,CFA,"Dirty O'S(1),Poor Stitching(1)",,,,,
9,9/3/2025,VL COURT 3.0 K,901266402,1,901266402-1,Netherlands,"1,050",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-1,R9C,621030557,80,MS.NGÂN,CFA,"Dirty O'S(2),Woobling(3)",,,,,
9,9/3/2025,VL COURT 3.0 K,901308265,1,901308265-1,Spain,301,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-2,12C,624080082,50,MRS.NHI,CFA,"Dirty O'S(1),Wobbling(2)",,,,,
9,9/3/2025,VL COURT 3.0 K,901312291,1,901312291-1,Spain,300,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-2,19C,622030777,50,MRS.VY,CFA,"Over Primer O'S(2),Off Center Heel(2)",,,,,
9,9/3/2025,VL COURT 3.0 K,901316257,1,901316257-1,United Kingdom,324,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-2,10C,624050200,50,MRS.VY,CFA,"Wobbling(2),Wrinkle(2)",,,,,
9,9/3/2025,URBAN COURT,901340084,1,901340084-1,Netherlands,"1,029",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 07-1,9,621040446,32,MR.BÌNH,LOP,"Dirty Upper(1),Dirty O’S(1),Poor Shape(1),Left/Right Component Mismatch(1),Visible Reinforcement(4)",,,,,
9,9/3/2025,GRAND COURT 3.0,901088297,1,901088297-1,Mexico,"4,740",FAIL PO,REPACKING PO,28A,PASS,3200,P1,D,Asc 02-1,16C,624030295,32,MR.BÌNH,LOP,"Dirty O'S(6),Thread Ends(1)",,,,,
9,9/3/2025,VS PACE 2.0,901292319,1,901292319-1,United Kingdom,"1,250",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,31C,625020464,125,MR.NHỨT,CFA,"Wrinkle(1),Bonding Gap(2)",,,,,
9,9/3/2025,VS PACE 2.0,901490546,1,901490546-1,Singapore,100,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 09-1,32C,625030234,20,MS.HUỲNH,CFA,Off Center(1),,,,,
9,9/3/2025,VL COURT 3.0 K,900879381,1,900879381-1,Netherlands,314,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-1,5C,621120400,50,MS.NGÂN,CFA,"Over Cement(1),Wobbling(2)",,,,,
9,9/3/2025,VL COURT 3.0 K,901306300,1,901306300-1,Netherlands,479,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-2,10C,624050200,50,MR.MOON,MANAGER,No issue,,CFA(VY)AQL->TOP MANAGER(MR.MOON),,,
9,9/3/2025,VL COURT 3.0 K,901310385,1,901310385-1,Netherlands,"1,195",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-2,10C,624050200,80,MRS.NHI,CFA,"Dirty O'S(1),Wrinkle(1),Bonding Gap(3)",,,,,
9,9/3/2025,GRAND COURT 3.0,901282733,1,901282733-1,Netherlands,"1,453",FAIL PO,NORMAL PO,,FAIL,,,D,Asc 03-1,6C,622070194,125,MRS.VY,CFA,Bonding Gap(12),OFFICIAL,,,,
9,9/3/2025,GRAND COURT 3.0,901262971,1,901262971-1,Mexico,284,FAIL PO,NORMAL PO,,FAIL,,,D,Asc 01-1,29C,624110274,50,MS.NGÂN,CFA,Wrinkle(10),OFFICIAL,,,,
9,9/3/2025,ASPYRE 3 STRIPES,901259872,1,901259872-1,Peru,"1,167",FAIL PO,NORMAL PO,,FAIL,,,A,Asc 11-2,16A,624100316,32,MR.BÌNH,LOP,"Bongding Gap(1),Over Cement(2),Sole Laying(2)",INTERNAL,,,,
9,9/3/2025,TENSAUR SPORT 3.0 CF I,901280960,1,901280960-1,Italy,345,FAIL PO,NORMAL PO,,FAIL,,,A,Asc 08-2,39A,625030296,50,MR.NHỨT,CFA,Pee Off Painting O'S(10),INTERNAL,,,,
9,9/4/2025,Tensaur Sport 2.0 CF I,901370091,1,901370091-1,Turkey,400,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 11-1,9A,622080458,50,MRS.VY,CFA,Over Cement(2),,,,,
9,9/4/2025,Tensaur Sport 2.0 CF I,901372570,1,901372570-1,Kazakhstan,500,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 11-1,9A,622080458,50,MRS.VY,CFA,"Dirty Upper(2),Bonding Gap(2)",,,,,
9,9/4/2025,TENSAUR SPORT 3.0 CF I,901269071,1,901269071-1,Peru,"1,280",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-1,20A,623110220,125,MRS.NHI,CFA,"Dirty Collar Lining(3),Poor Attaching(2),Wobbling(3)",,,,,
9,9/4/2025,TENSAUR SPORT 3.0 CF I,901271978,1,901271978-1,Netherlands,"1,076",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,80,MR.NHỨT,CFA,"Over Cement(2),Bonding Gap(2)",,,,,
9,9/4/2025,TENSAUR SPORT 3.0 CF I,901257046,1,901257046-1,Peru,"1,307",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-2,2A,621110407,125,MR.THÁI,CFA,Bonding Gap(4),,,,,
9,9/4/2025,TENSAUR SPORT 3.0 CF I,901285778,1,901285778-1,Netherlands,706,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-1,20A,623110220,80,MR.NHỨT,CFA,"Poor Attaching(1),Over Cement(1)",,,,,
9,9/4/2025,TENSAUR SPORT 3.0 CF I,901373359,1,901373359-1,Saudi Arabia,490,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,50,MR.NHỨT,CFA,"Over Primer O'S(2),Bonding Gap(2)",,,,,
9,9/4/2025,TENSAUR SPORT 3.0 CF I,901379106,1,901379106-1,Utd.Arab Emir.,410,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,32A,624060384,50,MRS.VY,CFA,"Bonding Gap(2),Dirty O'S(2)",,,,,
9,9/4/2025,TENSAUR SPORT 3.0  CF K,901310341,1,901310341-1,Netherlands,860,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 11-2,16A,624100316,80,MRS.VY,CFA,"Poor Attaching(2),Collar Lining Wrinkle(1),Bonding Gap(1)",,,,,
9,9/4/2025,LIGHTSHIFT 2.0,901256758,1,901256758-1,Argentina,444,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 02-1,30A,624070060,50,MR.NHỨT,CFA,Dirty M'S(1),,,,,
9,9/4/2025,LIGHTSHIFT 2.0,901265424,1,901265424-1,Netherlands,"1,487",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 01-1,31A,624060331,125,MRS.VY,CFA,"Dirty Collar Lining(2),Over Cement(2),Dirty M'S(2),Wrinkle M'S(2)",,,,,
9,9/4/2025,ADVANTAGE K,901380356,1,901380356-1,Turkey,"1,000",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,11A,622021048,80,MS.NGÂN,CFA,"Wrinkle(2),Wobbling(2),Off Center Heel(1),Dirty Shoe Laces(1)",,,,,
9,9/4/2025,TENSAUR SPORT 3.0  CF K,901175533,1,901175533-1,United Kingdom,402,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 05-1,6B,621060243,50,MRS.VY,CFA,Over Cement(2),,,,,
9,9/4/2025,TENSAUR SPORT 3.0  CF K,901177441,1,901177441-1,United Kingdom,402,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-1,21B,622020056,50,MR.NHỨT,CFA,Over Cement(1),,,,,
9,9/4/2025,TENSAUR SPORT 3.0  CF K,901191451,1,901191451-1,Netherlands,391,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-1,33B,624050450,50,MRS.VY,CFA,Left/Right Component Mismatch(2),,,,,
9,9/4/2025,TENSAUR SPORT 3.0  CF K,901253411,1,901253411-1,Brazil,585,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 03-1,41B,625020179,80,MS.NGÂN,CFA,"Wobbling(1),Over Primer O'S(1),Left/Right Component Mismatch(1)",,,,,
